10112,10112
10245,10112
10252,10112
10333,10112
10481,10112
10526,10112
10531,10112
10846,10112
10937,10112
10989,10112
11003,10112
11205,10112
11269,10112
11337,10112
11381,10112
11389,10112
11458,10112
11708,10112
11717,10112
11800,10112
11807,10350
11812,10429
11947,10487
11985,10557
11995,10644
12207,10743
12244,10767
12273,11383
12422,11467
12775,11601
12797,11620
12882,11659
12915,11734
12936,11951
12969,12203
12985,12276
12998,12422
13033,12422
13040,12422
13062,12422
13090,12422
13158,12422
13223,12422
13295,12422
13683,12422
13764,12422
13789,12422
13853,12422
13942,12422
13994,12422
14004,12422
14007,12474
14160,12497
14297,12746
14314,12960
14331,13647
14346,13782
14498,13789
14525,13789
14528,13789
14557,13789
14809,13789
15086,13789
15094,13789
15135,13789
15210,13789
15228,13789
15249,13789
15288,13789
15341,13789
15369,13789
15766,14043
15931,14538
16116,14632
16168,14684
16301,15029
16387,15058
16446,15262
16497,15355
16506,15405
16542,15554
16585,15653
16989,15724
17159,16045
17167,16317
17425,16491
17481,16506
17491,16506
17507,16506
17577,16506
17793,16516
17937,16585
18072,16597
18208,16810
18264,16931
18324,17116
18560,17306
18620,17481
18733,17481
18839,17481
19050,17481
19091,17481
19100,17481
19154,17481
19156,17481
19164,17481
19292,17481
19453,17500
19515,17677
19558,17859
19582,18162
19586,18185
19780,18222
19834,18458
19853,18772
19974,19229
20001,19276
20060,19328
20061,19539
20067,19599
20139,19772
20239,20025
20342,20123
20364,20266
20641,20455
20673,20519
20720,20720
20808,20720
21120,20722
21308,20809
21400,21108
21429,21274
21523,21312
21544,21386
21547,21561
21937,21713
21964,22046
22073,22127
22264,22604
22289,22860
22338,23478
22448,23504
22527,23585
22643,23592
22703,23598
22864,23674
22872,23762
23014,23939
23195,24086
23261,24108
23368,24306
23427,24315
23466,24596
23557,24635
23664,24664
23782,24828
23845,24873
23973,24885
24071,24906
24141,24973
24159,25384
24262,25444
24356,26049
24422,26540
24521,26550
24918,26550
25013,26550
25108,26550
25154,26687
25272,27009
25310,27174
25337,27278
25530,27589
25693,27741
25873,27777
25890,28056
25924,28102
25975,28323
26034,28498
26099,28517
26135,28664
26328,28694
26407,28880
26497,28919
26550,29056
26698,29117
26852,29182
26913,29434
27059,29497
27147,29667
27239,29737
27412,29768
27519,29947
27795,29970
28116,30010
28120,30134
28185,30223
28265,30330
28341,30383
28374,30492
28411,30492
28518,30492
28602,30492
28678,30492
28681,30492
28759,30492
28801,30538
28923,30540
28932,30652
29057,30904
29062,31253
29063,31456
29453,31471
29502,31505
29554,31640
29557,31754
29575,31767
29588,32212
29766,32226
30004,32262
30132,32262
30292,32262
30492,32262
30496,32262
30515,32262
30625,32262
30742,32262
30758,32262
30809,32262
30869,32262
31047,32262
31053,32262
31239,32262
31360,32262
31520,32323
31528,32449
31571,32750
31572,32898
31769,33260
32104,33260
32161,33260
32262,33260
32295,33260
32312,33260
32372,33260
32395,33260
32791,33260
32813,33260
32896,33260
33041,33260
33099,33278
33234,33571
33260,33798
33451,34024
33477,34255
33508,34463
33642,34777
33704,35083
33805,35101
33983,35101
34039,35101
34107,35101
34165,35101
34305,35101
34307,35136
34343,35207
34380,35237
34488,35242
34541,35269
34622,35466
34660,35542
34727,35752
34735,35801
34793,35875
34855,36028
34919,36089
34939,36089
34996,36089
35040,36089
35101,36089
35140,36089
35519,36089
35632,36089
35658,36089
35688,36089
35723,36089
35800,36089
